Study,Trait_reported,Lead_variant,Molecular_trait,Gene_symbol,Tissue,Source,H3,H4,log2(H4/H3),Title,Author,Has_sumstats,numAssocLoci,nInitial cohort,study_nReplication,study_nCases,Publication_date,Journal,Pubmed_id,max_H4,min_H4
GCST004131,Inflammatory bowel disease,2_240628909_C_T,ANKMY1,ENSG00000144504,Esophagus mucosa,GTEx-sQTL,0.11,0.2,0.93,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.41,0.04
GCST004131,Inflammatory bowel disease,2_240628909_C_T,ANKMY1,ENSG00000144504,adipose (visceral),GTEx-eQTL,0.27,0.41,0.61,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.41,0.04
GCST90038684,Ulcerative colitis,2_240638569_GA_G,ANKMY1,ENSG00000144504,Esophagus mucosa,GTEx-sQTL,0.06,0.04,-0.47,Common genetic associations between age-related diseases.,Donertas HM,TRUE,12,484598,NA,2515,2021-04-08,Nat Aging,PMID:33959723,0.41,0.04
GCST90038684,Ulcerative colitis,2_240638569_GA_G,ANKMY1,ENSG00000144504,adipose (visceral),GTEx-eQTL,0.17,0.1,-0.84,Common genetic associations between age-related diseases.,Donertas HM,TRUE,12,484598,NA,2515,2021-04-08,Nat Aging,PMID:33959723,0.41,0.04
GCST000964,Ulcerative colitis,9_137273278_G_A,NOXA1,ENSG00000188747,Colon transverse,GTEx-sQTL,0.02,0.42,4.73,"Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.",Anderson CA,TRUE,164,26405,22545,6687,2011-02-06,Nat Genet,PMID:21297633,0.42,0.14
GCST004131,Inflammatory bowel disease,9_136365140_C_G,NOXA1,ENSG00000188747,liver,GTEx-eQTL,0.06,0.14,1.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.42,0.14
GCST004131,Inflammatory bowel disease,2_218181399_C_T,PNKD,ENSG00000127838,adipose,FUSION,0.55,0.44,-0.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.44,0.11
GCST004131,Inflammatory bowel disease,2_218181399_C_T,PNKD,ENSG00000127838,Pituitary,GTEx-sQTL,0.57,0.29,-0.98,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.44,0.11
GCST004131,Inflammatory bowel disease,2_218181399_C_T,PNKD,ENSG00000127838,brain (caudate),GTEx-eQTL,0.64,0.23,-1.48,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.44,0.11
GCST004131,Inflammatory bowel disease,2_218181399_C_T,PNKD,ENSG00000127838,Macrophage,Alasoo_2018,0.82,0.13,-2.61,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.44,0.11
GCST004131,Inflammatory bowel disease,2_218181399_C_T,PNKD,ENSG00000127838,adipose,GTEx-eQTL,0.89,0.11,-3.08,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.44,0.11
GCST004131,Inflammatory bowel disease,16_50349166_C_T,HEATR3,ENSG00000155393,microglia,Young_2019,0.11,0.45,2.03,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.45,0.41
GCST004132,Crohn's disease,16_50349166_C_T,HEATR3,ENSG00000155393,microglia,Young_2019,0.12,0.41,1.76,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.45,0.41
GCST003043,Inflammatory bowel disease [EA],13_42288287_C_T,AKAP11,ENSG00000023516,Pituitary,GTEx-sQTL,0.03,0.27,3.04,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.46,0.22
GCST003044,Crohn's disease [EA],13_42336183_G_A,AKAP11,ENSG00000023516,Pituitary,GTEx-sQTL,0.04,0.22,2.66,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.46,0.22
GCST003043,Inflammatory bowel disease [EA],13_42288287_C_T,AKAP11,ENSG00000023516,Th17 cell,Schmiedel_2018,0.15,0.46,1.6,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.46,0.22
GCST003044,Crohn's disease [EA],13_42336183_G_A,AKAP11,ENSG00000023516,Th17 cell,Schmiedel_2018,0.16,0.43,1.42,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.46,0.22
GCST004133,Ulcerative colitis,16_68553789_T_A,CDH1,ENSG00000039068,Thyroid,GTEx-sQTL,0.19,0.49,1.4,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.49,0.13
GCST003045,Ulcerative colitis [EA],16_68485089_G_A,CDH1,ENSG00000039068,Thyroid,GTEx-sQTL,0.17,0.13,-0.39,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,110,27432,45215,6968,2015-07-20,Nat Genet,PMID:26192919,0.49,0.13
GCST004131,Inflammatory bowel disease,2_241545286_C_T,ING5,ENSG00000168395,Testis,GTEx-sQTL,0.13,0.28,1.12,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.51,0.16
GCST004131,Inflammatory bowel disease,2_241545286_C_T,ING5,ENSG00000168395,ovary,GTEx-eQTL,0.25,0.51,1.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.51,0.16
GCST004131,Inflammatory bowel disease,2_241545286_C_T,ING5,ENSG00000168395,Monocyte,Schmiedel_2018,0.4,0.16,-1.27,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.51,0.16
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNAR1,ENSG00000142166,Monocyte Pam3CSK4 6h,Quach_2016,0.21,0.55,1.37,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.55,0.01
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNAR1,ENSG00000142166,Skin,TwinsUK,0.41,0.39,-0.1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.55,0.01
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNAR1,ENSG00000142166,Monocyte,Quach_2016,0.67,0.32,-1.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.55,0.01
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNAR1,ENSG00000142166,Monocyte R848 6h,Quach_2016,0.85,0.06,-3.86,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.55,0.01
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNAR1,ENSG00000142166,esophagus (muscularis),GTEx-eQTL,0.95,0.02,-5.55,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.55,0.01
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNAR1,ENSG00000142166,Tfh cell,Schmiedel_2018,0.93,0.01,-6.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.55,0.01
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNAR1,ENSG00000142166,placenta,Peng_2018,0.98,0.01,-6.25,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.55,0.01
GCST004132,Crohn's disease,2_27508073_T_C,NRBP1,ENSG00000115216,transverse colon,GTEx-eQTL,0.39,0.56,0.53,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.56,0.08
GCST004132,Crohn's disease,2_27508073_T_C,NRBP1,ENSG00000115216,Macrophage IFNg 18h+Salmonella 5h,Alasoo_2018,0.4,0.46,0.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.56,0.08
GCST004132,Crohn's disease,2_27508073_T_C,NRBP1,ENSG00000115216,adipose (visceral),GTEx-eQTL,0.46,0.48,0.05,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.56,0.08
GCST004132,Crohn's disease,2_27508073_T_C,NRBP1,ENSG00000115216,Tfh cell,Schmiedel_2018,0.45,0.44,-0.03,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.56,0.08
GCST004132,Crohn's disease,2_28391534_T_C,NRBP1,ENSG00000115216,Uterus,GTEx-sQTL,0.08,0.08,-0.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.56,0.08
GCST004132,Crohn's disease,2_27508073_T_C,NRBP1,ENSG00000115216,Monocyte R848 6h,Quach_2016,0.59,0.35,-0.75,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.56,0.08
GCST004132,Crohn's disease,2_27508073_T_C,NRBP1,ENSG00000115216,blood,TwinsUK,0.71,0.28,-1.35,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.56,0.08
GCST004131,Inflammatory bowel disease,22_39305698_G_A,SYNGR1,ENSG00000100321,prostate,GTEx-eQTL,0.11,0.38,1.81,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004133,Ulcerative colitis,10_26890667_T_G,MASTL,ENSG00000120539,muscle,FUSION,0.28,0.57,1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.57,0.57
GCST004131,Inflammatory bowel disease,22_39305698_G_A,SYNGR1,ENSG00000100321,B cell,CEDAR,0.29,0.57,0.97,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004131,Inflammatory bowel disease,22_39263768_C_T,SYNGR1,ENSG00000100321,Lung,GTEx-sQTL,0.09,0.17,0.83,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004131,Inflammatory bowel disease,22_39305698_G_A,SYNGR1,ENSG00000100321,minor salivary gland,GTEx-eQTL,0.18,0.27,0.61,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004133,Ulcerative colitis,22_39266475_T_C,SYNGR1,ENSG00000100321,Lung,GTEx-sQTL,0.1,0.14,0.54,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004132,Crohn's disease,22_39264824_T_C,SYNGR1,ENSG00000100321,Lung,GTEx-sQTL,0.1,0.14,0.48,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004133,Ulcerative colitis,22_39266475_T_C,SYNGR1,ENSG00000100321,prostate,GTEx-eQTL,0.14,0.17,0.29,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004131,Inflammatory bowel disease,22_39305698_G_A,SYNGR1,ENSG00000100321,Heart atrial appendage,GTEx-sQTL,0.18,0.15,-0.25,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004133,Ulcerative colitis,22_39266475_T_C,SYNGR1,ENSG00000100321,B cell,CEDAR,0.45,0.34,-0.4,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004133,Ulcerative colitis,22_39266475_T_C,SYNGR1,ENSG00000100321,minor salivary gland,GTEx-eQTL,0.21,0.13,-0.7,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004133,Ulcerative colitis,22_39266475_T_C,SYNGR1,ENSG00000100321,Heart atrial appendage,GTEx-sQTL,0.19,0.11,-0.76,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004131,Inflammatory bowel disease,22_39305698_G_A,SYNGR1,ENSG00000100321,pancreas,GTEx-eQTL,0.62,0.24,-1.35,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004133,Ulcerative colitis,22_39266475_T_C,SYNGR1,ENSG00000100321,pancreas,GTEx-eQTL,0.74,0.09,-3.08,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,0.57,0.09
GCST004131,Inflammatory bowel disease,2_28391534_T_C,TRMT61B,ENSG00000171103,muscle,FUSION,0.08,0.58,2.78,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.58,0.58
GCST004132,Crohn's disease,2_28391534_T_C,TRMT61B,ENSG00000171103,muscle,FUSION,0.08,0.58,2.78,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.58,0.58
GCST003043,Inflammatory bowel disease [EA],2_233264200_A_G,DGKD,ENSG00000077044,Artery tibial,GTEx-sQTL,0.37,0.59,0.66,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.59,0.39
GCST003044,Crohn's disease [EA],2_233252937_T_C,DGKD,ENSG00000077044,Artery tibial,GTEx-sQTL,0.4,0.57,0.52,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.59,0.39
GCST004131,Inflammatory bowel disease,2_233271044_C_T,DGKD,ENSG00000077044,Artery tibial,GTEx-sQTL,0.58,0.39,-0.58,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.59,0.39
GCST003045,Ulcerative colitis [EA],11_61008737_C_T,VPS37C,ENSG00000167987,Cells cultured fibroblasts,GTEx-sQTL,0.06,0.6,3.43,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,110,27432,45215,6968,2015-07-20,Nat Genet,PMID:26192919,0.6,0.6
GCST004131,Inflammatory bowel disease,1_150706557_G_A,ECM1,ENSG00000143369,skin (suprapubic),GTEx-eQTL,0.35,0.61,0.79,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.61,0.61
GCST004132,Crohn's disease,1_155349877_C_T,IL6R,ENSG00000160712,Minor salivary gland,GTEx-sQTL,0.11,0.65,2.62,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.65,0.18
GCST004131,Inflammatory bowel disease,1_155199058_C_T,IL6R,ENSG00000160712,Minor salivary gland,GTEx-sQTL,0.26,0.18,-0.49,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.65,0.18
GCST004132,Crohn's disease,12_112725851_G_A,ALDH2,ENSG00000111275,Uterus,GTEx-sQTL,0.04,0.67,3.93,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.68,0
GCST004131,Inflammatory bowel disease,12_112172910_G_A,ALDH2,ENSG00000111275,Minor salivary gland,GTEx-sQTL,0.05,0.11,1.22,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.68,0
